,writer,title
3410,노가다는싫어,오늘 두꺼운
3411,키보드20만,요즘 은근히 많이 보이는군요.
3412,드래곤라자냐,오늘부터 진짜 봄이네요
3413,불행한행운아,그릭 요거트가 뭐길래
3414,모순의절정,이정도 날씨면 이제 딱 좋은듯?
3415,날라봉,손맛 가장 있는 클래스가 뭘까요?
3416,우르손,이젠 진짜 날씨 제대로 풀리려나 보네요
3417,올드스토어,ㅠㅠ 주말도 끝 ㅠㅠ
3418,불행한행운아,아 주말도 다 끝 ..
3419,비둘기구구찡,아 주말에 날씨가 너무 좋아서
3420,앨도라도,나이들어도 욕하는 건 똑같아요..
3421,노가다는싫어,다들 몸조심하시길..
3422,무비위크,주말의 마무리는 역시...
3423,키보드20만,벌써 일요일 저녁인가..
3424,아드리아나,이니 좀 기부해주실 아재 ㅠ
3425,가이아드,리니지 연령층이 그리 높은 것만은 아닌 것 ..
3426,그게바로저,ㅇㅇ
3427,독사,마격 부탁해요 ^^~
3428,무비위크,불금이라 그런지
3429,그리고그렇게,아 어께 뻐근
3430,멜랑꼴릭,불금이니까 술을 마시러 간돠!
3431,모순의절정,오늘은 불금이니깐 당연히
3432,키보드20만,불금이네요! 주말 날씨만 좋으면 금상첨화!
3433,환호의출정,따듯한 봄날이 찾아온듯...
3434,불타는고구미,금요일은 설레네요 ㅋㅋ
3435,우르손,오늘은 칼퇴닷
3436,마우스만백번,택시를 자주타니
3437,앨도라도,[축데이]지름길
3438,비둘기구구찡,와! 불! 금! 이다!
3439,Gs25,마음씨 좋으신 리니지인벤 삼촌분들께..
3440,가이아드,헤이스트 하드모드 나발 어케 잡나영...
3441,비둘기구구찡,아..오랜만에 많이 마셨네
3442,불타는고구미,벌써 불금이라고 말씀하시는 분 부럽네여...
3443,그리고그렇게,일주일 진짜 순식간에 지나가는건 좋은데
3444,요정같은기사,저도 얼마전에 사랑니 뽑았는데
3445,모순의절정,내일이 벌써 불금이라니~~
3446,천상초,사랑니 발치
3447,올드스토어,ㅇㅇ 요즘 택시비 ㄷㄷ
3448,키보드20만,"헐 9은빛, 금빛이 있긴 하구나..."
3449,무비위크,하 요즘 택시비 너무 많이 써서...
3450,가이아드,요정은 금빛 은빛 둘다 끼는데 ㅡ.ㅡ
3451,휴브리스,사랑의 사탕..
3452,앨도라도,"가끔보면..가끔도 아니지,"
3453,마우스만백번,바람이 불어서 좀 그렇긴 하지만
3454,멜랑꼴릭,은날 9강보다 금날 9강이 많네 ㅋㅋ
3455,우르손,크... 결국 화이트데이 이벤트가 시작했구나
3456,Roah,"블록버스터 액션 RPG, 레이븐 인벤이 오픈.."
3457,비둘기구구찡,아니 이게 지금
3458,무비위크,화이트데이 이벤트... 시루다
3459,모순의절정,작년 이맘때쯤에는 이정도는 아니었던것 같은데
3460,키보드20만,어예 화이트데이 이벤떴넹.
3461,마우스만백번,3월에는~
3462,우르손,오늘은 다시 따뜻해진것 같아요
3463,멜랑꼴릭,화이트데이 이벤트라...
3464,앨도라도,[축데이]오림
3465,Roah,"모바일 인벤, 카드형 게시판 보기가 추가되었.."
3466,가이아드,악세 5짜리만 유지되는줄 알았는데 ㅋㅋ
3467,불타는고구미,계절이 12월로 롤백된듯...
3468,환호의출정,전 요새 무릎이 시리더라고요 ㅠㅠ
3469,천상초,3월에 눈이라니..
3470,불행한행운아,진짜 요즘 바람이 ㅠㅠ
3471,비둘기구구찡,파! 격! 적인 추위네요
3472,올드스토어,맞아맞아 ㅠㅠㅠ
3473,드래곤라자냐,서민 다이의 법칙이라니...
3474,키보드20만,3년후면..나도...
3475,모순의절정,점심 먹은지 얼마나 됐다고 벌써..
3476,요정같은기사,게임 오래켜두면
3477,무비위크,요즘엔 헤이스트가 필수죠?
3478,앨도라도,[축데이]리니지의 법칙
3479,멜랑꼴릭,바람만 안불면 좀 덜추울지도 모르겠는데
3480,마우스만백번,콜라를 즐겨 마시는데
3481,노가다는싫어,프로젝트 혼..
3482,구리더빔,외자아이디 팔리나요?
3483,라이프업,엔씨소프트 개발비 직원이횡령
3484,우르손,1억 베리 부럽다
3485,Roah,"생생 액션 RPG, 태극팬더 인벤 오픈!"
3486,가이아드,흑장로 써보신분? 인트 영향 받나요
3487,비둘기구구찡,아 오늘 점검이군
3488,요정같은기사,날씨 애지간히 춥네요
3489,무비위크,근데 선호사냥터 조사해서
3490,앨도라도,요즘  가만 보면...
3491,올드스토어,올~ 크리티컬~
3492,드래곤라자냐,치명타의 개념이 좀 낯선듯...
3493,불타는고구미,헐 크리라니 ㄷㄷㄷ
3494,이므나님,사실 2주전에
3495,모순의절정,후...월욜부터 힘들다...
3496,키보드20만,주말에 정말 열심히 달렸는데도...
3497,가이아드,불요보다는 인트 요정이 대세일 것 같다
3498,마우스만백번,요즘 잠을 잘못 자는건지..
3499,우르손,오늘 밤부터 다시 추워진다고 하네요
3500,멜랑꼴릭,주말에 잠 푹 잤더니 몸이 많이 나아졌네요ㅋ
3501,어퓨굳맨,3월7일자 검사측의 테스터 정책이 나왔네요.
3502,올드스토어,크.. 이번 주말 개꿀 ㅎㅎ
3503,비둘기구구찡,아 요즘 집 인터넷이
3504,노가다는싫어,뭐 절기야 뭐..
3505,무비위크,팥죽은 했는데 왜 먹질못하니
3506,불타는고구미,경칩이었다니...
3507,키보드20만,어제가 경칩이었는데...
3508,마우스만백번,일주일이나 남았는데
3509,멜랑꼴릭,으어.. 환절기 감기 진짜 안떨어지네요
3510,우르손,헉.. 드디어 요정이
3511,비둘기구구찡,화이트 데이는 무슨
3512,무비위크,화이트데이? 그게 뭐죵
3513,불타는고구미,ㅋㅋ화이트데이 이벤트 ㅋㅋ
3514,모순의절정,화이트데이 이벤트?
3515,키보드20만,음 스탯 리뉴얼이라...
3516,마우스만백번,똑같은 노래만 들으니 질리는데
3517,앨도라도,[테섭] 스탯 리뉴얼 - 2015년 3월 5..
3518,우르손,벌써 화이트데이가 다가오나
3519,가이아드,2주째 이벤트가 없음...
3520,그림자발자국,요새 샴푸 걱정이 듬...
3521,요정같은기사,무슨 데이 하는거
3522,비둘기구구찡,화이트데이 이벤트라니
3523,무비위크,크 인간의 욕심이란...
3524,앨도라도,개인적으론 경험치만으론 부족하다고 보이기도 ..
3525,멜랑꼴릭,뭐 아직 테섭만 적용된거니까 섣불리 판단하긴..
3526,드래곤라자냐,인간의 오토는 끝이 없고...
3527,마우스만백번,약을 먹어도 나아지지 않네요.
3528,모순의절정,이번 패치는 시간을 보고 지켜봐야겠네요
3529,올드스토어,오토 패치 !!!
3530,불타는고구미,뭔가 지르면 마음이 편안해 지는데...
3531,키보드20만,으억 무기 날려 먹었다...
3532,우르손,ㅇㅇ... 오토 때문에 패치한것 같네요
3533,가이아드,저거 그랑카인은 무조건 업데이트되야죠
3534,천상초,공홈 게시판 시끌 시끌 하네요.
3535,Serimtus,근데 리니지 10년 넘게 하시는 분 있어요?
3536,그리고그렇게,삽겹살이고 머고
3537,비둘기구구찡,와 무슨 바람이 이러냐
3538,택신전설,삼겹살데이날
3539,무비위크,헐 오늘 무슨 날인가
3540,불타는고구미,ㅋㅋ삼겹살 데이...
3541,노가다는싫어,오늘은 삼겹살 데이라고
3542,모순의절정,와 저도 같이 자취하는 친구때문에 깜놀ㄷㄷ
3543,앨도라도,[축데이]힘든 사람
3544,키보드20만,뭔가 했네요..
3545,멜랑꼴릭,어제 새벽에 누가 문두들겨서 깜짝 놀랐네여 ..
3546,천상초,3월 3일 삼겹살 데이?
3547,마우스만백번,어제 잠을 잘못 잤나..
3548,비둘기구구찡,으으 배고파..
3549,드래곤라자냐,암만 날이 풀렸기로소니 ㅡㅡ;;
3550,불타는고구미,3월에 쉬는 날이 없으면 만들면 됩니다.
3551,무비위크,뒤숭숭한 월요일
3552,모순의절정,흐미..오늘 하루도 벌써
3553,키보드20만,3월에는 쉬는날이 없구낭...
3554,우르손,근데 다들 어디서 게임하시나요?
3555,Roah,2월의 300시간 및 컬러풀 패키지 이벤트 ..
3556,불행한행운아,유저들은 복귀와 휴식을 반복하는 듯
3557,마우스만백번,월요일이 시작되었는데...
3558,우성향,마격좀 부탁드립니다!!
3559,그리고그렇게,요즘 대단한게 없어서 그런가
3560,우성향,마격좀 부탁드립니다~
3561,올드스토어,힝 ㅠㅠ
3562,비둘기구구찡,이번 주말은 정말
3563,무비위크,힘들다 힘들어
3564,카스톨,컬쳐랜드 3천원권 번호 2개 지운다
3565,바람바람바람,시뮬레이터게시판좀 업데이트 해주지....
3566,고지노,마격부탁드립니다...
3567,카스톨,야식 추천 받습니다.
3568,천상초,3.1 절에는 태극기 아이콘을..
3569,모순의절정,저녁탐 되니깐 엄청 배고프네...
3570,마우스만백번,콜라는 마실수록
3571,키보드20만,긴 한주가 끝났다..
3572,노가다는싫어,뭐지 변신이벤트
3573,비둘기구구찡,기나긴 하루였고
3574,멜랑꼴릭,이벤트 진행 일정 변경이라길래 며칠 밀리는건..
3575,우르손,변경점이 많네요
3576,요정같은기사,헐.... 집행검 상향이라니
3577,비둘기구구찡,와 벌써 한시네
3578,콜라스틱,게임에 대한 추억얘기해봐요
3579,불타는고구미,집행검급 무기 상향;;
3580,모순의절정,워 무기 상향이라니
3581,키보드20만,흠 그래도 집판검만큼은 아닐듯.
3582,멜랑꼴릭,집행검급 무기들 상향됐으니...
3583,마우스만백번,아웅 뭔가 정신 없다
3584,우르손,오늘 점심을 1시간 동안 머금...
3585,Roah,야구가 생각나는 시간! 프로야구 6:30 인..
3586,가이아드,전사 결정체만 좀 어케 해주라...
3587,올드스토어,그러고니 리니지도 참..
3588,앨도라도,게임이 오래되면 장점도 단점도 있기 마련..
3589,무비위크,딴서버지만 나이스 우타임은 챙겨보는...
3590,비둘기구구찡,설문조사 참여율을 높이려면...
3591,노가다는싫어,ㅋㅋ 변신 이벤트
3592,모순의절정,날씨가 슬슬 풀려가는구나
3593,우르손,보통 얼마나 저축하시나요
3594,초저주케릭,강화의 비밀 (시크릿)
3595,가이아드,다들 물약 빨갱이 먹는거 아니에요?
3596,이므나님,그러고보니 예전 중국에서
3597,올드스토어,으.. 명절 타격이..
3598,무비위크,아 담달엔 봄날이 오려나
3599,환호의출정,아 지갑전사이고 싶다...
3600,비둘기구구찡,어? 토르사건은 뭐지?
3601,가이아드,아침 8시에 상아탑 올라갓는데
3602,앨도라도,[축데이]be매너2
3603,마우스만백번,감기약을 먹었는데..
3604,우르손,어젠 진짜 힘들었는데
3605,이므나님,왠지 집에 pc가 있음에도 불구하고
3606,무비위크,크 추억에 잠겨서
3607,키보드20만,연휴 휴유증이 크다...
3608,비둘기구구찡,흠...기안 칼바는...
3609,이므나님,크....리니지도 금수저가 ㅠㅠ
3610,가이아드,정무도 젤데이 2~3장은 겁나 잘나오네용
3611,노가다는싫어,연휴 끝 첫 출근부터
3612,환호의출정,가끔 로그인해서 깜짝 놀랄때가;;
3613,불타는고구미,몸이 으슬으슬...
3614,마우스만백번,감기 조심하세요 ㅜ
3615,라일네일,탐버프 라는게 뭔가요?..
3616,비둘기구구찡,아...이렇게 100일 휴가가 끝났네
3617,무비위크,허 살다살다가 호나우도가 복귀라니
3618,노가다는싫어,내일 출근 ㅠㅠ
3619,카베먹자,아덴을 12억정도 살려고 합니다
3620,법사했던놈,마격좀 부탁드리겠습니다 형님들.
3621,무비위크,호 불금이닷
3622,올드스토어,오 서버 대항전 ㅋㅋ
3623,가이아드,음.. 아마 리토 서버가 그런게 아닐까요
3624,올드스토어,새해 복 많이 받으세요~!!
3625,가이아드,상아탑 6층은 어디서 자리잡고 사냥해야하져
3626,Rubii,클래스 추천부탁드립니다!
3627,올드스토어,해피 설~!!
3628,지나윌리엄스,러쉬 연습 프로그램 아시는분??
3629,노가다는싫어,즐거운 명절 되세요~
3630,앨도라도,안녕하세요 보는데 장난아님..
3631,레전드라는,리니지무자본법사시작햇는데 왜이리어렵나여 법서..
3632,가이아드,확실히 PC방 상아탑이 핵심인 것 같음
3633,무비위크,88렙 전사분 피곤하실듯....
3634,비둘기구구찡,전사가 88렙이면 대체ㅡ.ㅡ;;;
3635,우르손,와  88렙이라니...
3636,천상초,88레벨 전사
3637,키보드20만,전 목요일날 내려가유~!
3638,멜랑꼴릭,수요일에 내려가는걸로 기차표를 끊었는데요
3639,마우스만백번,발렌타인 데이...
3640,천상초,PC방 유저분들
3641,노가다는싫어,솔로들을 위한..
3642,무비위크,혈원한테 평소에 짜증냈더니
3643,천상초,눈물 이벤트
3644,가이아드,피시방 한번 가보니까 계속 가게되네
3645,비둘기구구찡,이벤트때매 하긴 해야되는데
3646,에블린s,주말간식 추천.
3647,앨도라도,[축데이]솔로
3648,천상초,이벤트 셋째 날 ㅋㅋ
3649,무비위크,하 발렌타인...
3650,불타는고구미,다들 발렌타인에 뭐하세요?
3651,우르손,와 발렌타인데이다
3652,비둘기구구찡,워...클래스케어ㄷㄷ
3653,모순의절정,불금이고 뭐고간에
3654,멜랑꼴릭,이번 서버통계도 재밌네용ㅋㅋ
3655,키보드20만,9파프리온의 인내력 보소..
3656,가이아드,큰 맘 먹고 현질 할랍니다 전사 1억 세팅점..
3657,천상초,이벤트 두번째 날
3658,마우스만백번,아우 스트레스
3659,무비위크,아 어제 외박하고 이제 집
3660,불행한행운아,솔로를 위한 발랜타인 이벤트라니
3661,불타는고구미,발렌타인 좋습니다
3662,멜랑꼴릭,천상초님 글 보니 저도 못하겠네욥ㅋㅋㅋ
3663,모순의절정,2월 14일은 안중근 의사 사망선고일
3664,키보드20만,토요일은 쉬는날이죠..
3665,우르손,이벤트 후기보니
3666,꿀123,다엘장비좀알려주세요
3667,비둘기구구찡,아...확실히
3668,가이아드,용계는 외곽 돌아야되요
3669,마우스만백번,이번주 토요일?
3670,천상초,밸런타인 이벤트 첫 날 후기
3671,올드스토어,아.... 뭐야..ㅠㅠ
3672,멜랑꼴릭,하..밸런타인 이벤트 솔로의 눈물이라니...
3673,키보드20만,리니지가 10년이 넘었죠 아마?
3674,노가다는싫어,ㅋ;; 그러고보니 그 망할
3675,불행한행운아,밑에 안중근 의사 글 보니 찡하네요
3676,불타는고구미,발렌타인 정말 슬픈 날이네요...
3677,모순의절정,음 좀있으면 그날이라고 이벤트가 많네
3678,우르손,2월 14일이 그런 날이었군요
3679,천상초,밸런타인 이벤트
3680,비둘기구구찡,이번주는 뭔가 굉장히 슬픈 이벤트네
3681,마우스만백번,커피를 마시고 있는데
3682,환호의출정,차줌마 같은 친구 없나...
3683,천사3756,처음으로 리니지를 해보려고합니다.
3684,불타는고구미,리니지 정말 꾸준함...
3685,그리고그렇게,어릴적에는
3686,무비위크,하드 스테이지 데몬부터.. 으으 저는 못하겠
3687,우르손,저도 최근에 피방 안간지
3688,모순의절정,오늘 집에 가는길에 피방이나 잠시 갈까..
3689,멜랑꼴릭,성장낚시로 렙업을 좀 해볼까 했는데요
3690,천상초,업데이트 거지같이 해놓아서
3691,가이아드,인벤렙 80렙이면... ㅎㄷㄷㄷ
3692,jimmyyoon,(내공200)요즘 볼만한 잡지 있음?
3693,비둘기구구찡,으음...88렙이라...
3694,마우스만백번,2월 맞죠?
3695,올드스토어,아.. 디게 춥네..ㅠㅠ
3696,무비위크,캬 손다치니 감성 폭발
3697,키보드20만,PC방에 리니지 하는 사람 은근 있다;
3698,방폭,대박 이니 이벤트
3699,노가다는싫어,눈 그쳤나..
3700,불타는고구미,갑자기 12월로 돌아간 기분...
3701,멜랑꼴릭,지금은 눈 그친것 같은데 퇴근길이 걱정이네요
3702,모순의절정,엔씨하고 넥슨하고 꽤 오래가겠네
3703,우르손,오늘 눈이 오네요
3704,앨도라도,으옷 60렙 달성!
3705,비둘기구구찡,와 주말이 벌써 세인트!
3706,마우스만백번,새로운 프로젝트를 시작하는데
3707,무비위크,아 진짜 아무것도 못하겠다
3708,노가다는싫어,과연 차기작에는
3709,앨도라도,넥슨이 본격적으로...
3710,럭셔리지갱,리니지 시작하려는데요 ㅋ
3711,비둘기구구찡,크...낚시 패치에
3712,그곳엔내가,리니지는 서버통합안하나요?
3713,요뜨얼,리니지를 새로시작하려고합니다.
3714,전세진,오늘 인형상자에서 장로인형이 나왔네요 하하!
3715,키보드20만,집에가는길이 즐겁군..
3716,우르손,음~ 이 향기는
3717,불행한행운아,금요일이지만 체력이 방전됐다
3718,마우스만백번,하루 종일 비몽사몽.
3719,앨도라도,[축데이]서버지기
3720,라일네일,씽요에 대해 고수님들 답변좀요ㅠ
3721,불타는고구미,오 불금~
3722,가이아드,악세는 +5가 기본이라는 것을 알았따
3723,모순의절정,음..리뉴얼된 해상전
3724,비둘기구구찡,크...인던 패치때문에
3725,천상초,주말만 N샵 게릴라 이벤트?
3726,환호의출정,피시방 혜택도 강화되었네...
3727,천상초,PC방 리니지 유저들
3728,투칰,이 겜 잼?
3729,무비위크,헐 네이버에서도 여기 기사봄
3730,요정같은기사,폰으로 게임하는거 별로 안좋아해서
3731,올드스토어,으.. 배고파 ㅠㅠ
3732,그리고그렇게,헤이 그냥 지워버릴까
3733,가이아드,헤이스트 바뀌고 다시 결제함ㅋㅋㅋ
3734,키보드20만,우오 마격 타임이다..
3735,불타는고구미,후후 오늘은 퇴근하고 피방갈 예정!
3736,비둘기구구찡,아...드디어 내일이면
3737,앨도라도,허 치즈가 원래는 양념같은 거였군요.;;
3738,멜랑꼴릭,해상전 난이도 낮아져서 하기 편해지긴 했는데
3739,마우스만백번,그러고보니
3740,데니칼리스,"복귀자인데요, 요즘 분위기 어떤가요"
3741,모순의절정,다들 업뎃 관련해서는 말씀이 없으시넹
3742,레오디오스,해상전 난이도 하향 ㄷㄷ
3743,라일네일,안녕하세요. 왕초보입니다ㅠ
3744,올드스토어,그래도.. 대작이다!!
3745,무비위크,이야 오늘은 안죽었다!!
3746,천상초,PC방 업데이트 짜증~
3747,드래곤라자냐,오림이랑 하딘 둘중에
3748,키보드20만,흠...1년도 안한 내친구...
3749,불타는고구미,혈맹없으면 리니지 진짜 심심한데 ㄷㄷ
3750,노가다는싫어,오.. 해상전..
3751,모순의절정,확실히 혈맹에 들어가면
3752,마우스만백번,아 어깨 결린건 풀었는데
3753,우르손,전기 요금 하니 생각나는데
3754,앨도라도,요즘은 무선기기가 많아지니..
3755,비둘기구구찡,모바일 헤이스트 보스 추가 기념 이벤트 안내
3756,요정같은기사,혈맹들어가서
3757,달이파파,리니지를 다시할까말까
3758,아낙지,하이염~
3759,솝이얌,순천 유저분좀 계시나용~~
3760,멜랑꼴릭,특화서버 되게 많이 바뀌는군요 재밌겠넹
3761,요정같은기사,PC방은 뭐랄까...
3762,무비위크,갑자기 예전 생각이 나서
3763,앙큼한뇨자,요리에관한질문인데여
3764,불타는고구미,ㅋㅋ피방 요금 안오르는거 신기하긴하네요
3765,모순의절정,역시 게임은 라이트하게 즐겨야 제맛인듯
3766,우르손,근데 진짜 피방 요금은
3767,키보드20만,으엉...이래서 아무거나 버리지 말라고 한거..
3768,앨도라도,[축데이]피시방3
3769,마우스만백번,2010년이 넘어가고 난 후로
3770,노가다는싫어,이정도면 따뜻하네요
3771,비둘기구구찡,그러고 보면 수상한것 투성이네
3772,가이아드,오만 올라가보니까 명중이 절실한거 같음
3773,그리고그렇게,예전에 한창 많이 할때는
3774,올드스토어,음.. 날씨가.. 봄인데...ㄷㄷ
3775,불타는고구미,ㄷㄷ레알 1월 어디갔져...
3776,우르손,2015년 계획을 세우려고 했는데
3777,모순의절정,시간 진짜 빠르네요 후덜덜;;
3778,노가다는싫어,월요일 끝~!
3779,Roah,1월의 300시간 및 컬러풀 패키지 이벤트 ..
3780,세바우,리니지 처음 접하는 유저인데요..
3781,비둘기구구찡,사라진 주말이 아까워서
3782,무비위크,아 싸이클롭스가...
3783,비둘기구구찡,와 벌써 주말이 끝나다니
3784,마피아걸,닉네임 추천좀 해주세요
3785,피호나,5천만 매너 셋팅
3786,천상초,컬러풀 패키지 사용 못했네요. ㅡㅡ;
3787,환호의출정,리치 인형 가격이...=_=
3788,노가다는싫어,불금입니다~!!
3789,가이아드,ㅋㅋㅋㅋ그러면 그렇지 인어만 3개
3790,비둘기구구찡,와..7시간 점검이네
3791,Roah,2월 2일(월) 오전 2시~9시 서버 점검 ..
3792,불타는고구미,대박을 노려라! 뭐 이런건...
3793,천상초,서큐나 장로 필요해서
3794,무비위크,날이 쌀쌀하네요
3795,그리고그렇게,뭐가 나오던 간에
3796,비둘기구구찡,낚시는 확실히
3797,이므나님,아 나는 다른건 다 필요없다!
3798,불행한행운아,PC방에 유저들 좀 모이겠는걸
3799,가이아드,지젼.. 피시방 오만은 좀 심했다
3800,모순의절정,리치하고 싸이클롭스라구요?
3801,Roah,클래시오브클랜 인벤이 새롭게 리뉴얼 되었습니..
3802,불타는고구미,점심 뭐먹지~
3803,노가다는싫어,개추웠지만
3804,10102,흔하고 흔한 선후배사이
3805,오늘놀자,낚시이벤 엄청나네요..
3806,불타는고구미,경영권...
3807,모순의절정,음..NC하고 넥슨 경영권 분쟁?
3808,키보드20만,오예 거의 피방에서 겜하는데
3809,비둘기구구찡,아...인형에도 등급이있냐
3810,가이아드,변신 이벤 피시방만 해주는거임?
3811,천상초,[주요] 1/28 PC방 혜택 개선 업데이트..
3812,천상초,낚시로 뭐 업데이트 하나 했더니
3813,마우스만백번,크앙. 진짜 춥다아..
3814,올드스토어,ㅇㅇ 오늘 개 추음 ㅠㅠ
3815,무비위크,흐어 오늘은 갑자기 진짜 너무 추웠음..
3816,모순의절정,헉 29일 저녁부터 KT과금 결제 일시중단이..
3817,불타는고구미,과금은 스스로 제한해야하는데...
3818,불행한행운아,다들 오랜만이에요~
3819,우르손,뭐 사실 게임하면서 돈 쓰는게
3820,노가다는싫어,SKT 휴대폰 결제 서비스 일시중단 안내
3821,비둘기구구찡,역시 무전유죄인가
3822,Roah,인 캐릭터들의 어마무시 전략 디펜스! 라인 ..
3823,행운아,서버 추저좀여~
3824,마우스만백번,버거킹하길래 갑자기 생각난..
3825,올드스토어,아.. 렙업 빨리빨리 하고 잡다 ㅠㅠ
3826,Killerelf,마격 좀 주세요!!!
3827,멜랑꼴릭,+7 수호가더 전섭에 2개뿐이군요 ㄷㄷ
3828,환호의출정,팔빠지겠다...
3829,우르손,오늘 저녁은 버거킹ㅋ
3830,비둘기구구찡,"리니지 N샵, 아덴상점 판매 상품 정보 변경.."
3831,불타는고구미,그리도 리니지만한 겜 없음...
3832,드래곤라자냐,테섭이나 해볼까....
3833,모순의절정,공성전 참가하고 싶은데
3834,추천먹어,마격 부탁 드리겠습니다
3835,노가다는싫어,후아 퇴근 원츄
3836,마우스만백번,하루에 몇 번 화장실을 가는지 ;;
3837,올드스토어,아.. 잠이 문제야 ㅠㅠ
3838,08두산,요새 기사는 콘기산가요 힘기산가요?
3839,무비위크,하 금요일날 쓰러저서 주말끝...
3840,노가다는싫어,연말정산 서류작성..
3841,어쭈우쭈,변신에대해서
3842,비둘기구구찡,[완료] 엔씨톡 이용 불가 현상 관련 안내
3843,핑쯩,53 전사 입니다..물약값 감당 가능하신가요..
3844,하늘바람a,리니지 유저여러분 꼭 읽어주세요 ㅜ
3845,날라봉,낚시 횟수가 늘어난건가...?
3846,게임할래,격수케릭부주합니다~!내용필
3847,댁구,마격 부탁드립니다!
3848,불행한행운아,득템이 절실합니다.
3849,이므나님,허 이번주 린쥐 첫 접속 ㅠㅠ
3850,비둘기구구찡,우와 신난다!
3851,노가다는싫어,불금..뭐..
3852,우르손,이번주는 진짜 뭔가 피곤했음
3853,불타는고구미,리니지 유저들이 다른 게임에 적응하기쉽죠
3854,키보드20만,오늘 금요일인줄도 몰랐넹...
3855,모순의절정,사랑해요 불금~
3856,가이아드,파티 버프 알림은 없을 것 같음
3857,김영은바보,렙업이 너무 지루하다..
3858,마우스만백번,우왕 잠온다
3859,무비위크,리니지2 화라니...
3860,멜랑꼴릭,오 /초대 멀리 있어도 되게 바뀌었군요
3861,모순의절정,오늘은 그래도 날씨가 괜찮네요
3862,비둘기구구찡,아 눈이 너무 뻑뻑하네
3863,가이아드,상아탑 정무가 지겨워 돌아버리겟음
3864,우르손,어제 게임하다 그냥 의자에서 졸아버림...
3865,키보드20만,흠...70렙 넘어가면...
3866,불타는고구미,벌써 1월도 몇 일 안남았네요
3867,올드스토어,역시.. 리니지는 음악과 함께..
3868,천상초,역시..
3869,노가다는싫어,신년 되서부터
3870,마우스만백번,배가 꾸룩꾸룩루룩
3871,불행한행운아,한정판 아이템 위협적이다
3872,무비위크,캬 오늘도 클라라 때매 난리네요
3873,올드스토어,배고파 ㅠㅠ
3874,앨도라도,달력이 없으니 나름 아쉽네요-_-;
3875,우르손,근데 낚ㅅㅣ는 진짜
3876,비둘기구구찡,하...어휘력 보소
3877,모순의절정,와 벌써 내일이면 목요일이네...
3878,노가다는싫어,후.. 저녁은 라면..
3879,불타는고구미,한정판의 힘
3880,천상초,아.. 장사꾼 ㅡ..ㅡ;
3881,마우스만백번,아침에는 커피 한잔!
3882,요정같은기사,개인적으로 진짜 ㅋㅋ
3883,무비위크,눈 떠 보니 새벽...
3884,올드스토어,요새.. ㅠㅠ 술을 너무 많이 먹엇더니..ㅠ..
3885,비둘기구구찡,1월 21일 (수) 정기 점검 안내
3886,앨도라도,[축데이]펫 테이밍
3887,불행한행운아,커츠의 검 진짜 희귀템이네요
3888,우르손,큭 나도 이벤트 당첨되보고 싶다
3889,모순의절정,슬슬 운동을 좀 해야할것 같은데..
3890,피물,인벤 이벤트 당첨 됐네요 ㅎㅎ
3891,노가다는싫어,항상 이시간에 하는 고민
3892,드래곤라자냐,마각반 쓸만한가요?
3893,마우스만백번,배가 꾸륵꾸륵
3894,무비위크,하 우리섭 혈들은
3895,그리고그렇게,하루종일 피곤에 쩔어서
3896,불행한행운아,다들 월요일은 잘 보내셨나요
3897,모순의절정,휴...드디어 월요일이 끝났습니다
3898,불타는고구미,걍 다추움....
3899,멜랑꼴릭,발록 보러가려면 해야되는게 엄청 많군요
3900,천상초,낮에는
3901,그림자녹턴,리니지 복귀유저 질문좀
3902,비둘기구구찡,와 주말부터 바람이
3903,우르손,어제 하루종일 집에 있었어서
3904,노가다는싫어,다들 맛점요ㅋㅋ
3905,마우스만백번,아 너무 빨리 왔따 ㄷㄷ
3906,요정같은기사,으 빙판 극혐....
3907,올드스토어,오늘...
3908,무비위크,오늘 다이다이전...
3909,노가다는싫어,오전엔 맑았는데
3910,환호의출정,날이 오락가락하네
3911,유환웅,님들 이런거 있어요?
3912,비둘기구구찡,[공지]제3차 Test 전투 특화 서버 오픈..
3913,용천기바보,리니지 프리서버 관련
3914,첫눈비,좋은주말 마격부탁드립니다
3915,무비위크,나이스 우타임 도움 많이 되네요
3916,비둘기구구찡,역시 앞으로 업데이트는
3917,멜랑꼴릭,헐 용계 해골 시리즈 다시 나오는군여
3918,올드스토어,으ㅠㅠ 아직 목요일 ㄷㄷ
3919,불타는고구미,리니지는 어제나 오늘이나 여요정입니다.
3920,노가다는싫어,어후.. 몸이 영 ~_~;;
3921,미세스그런치,시간제한 없는 서버 추천좀요 ㅠㅠ
3922,키보드20만,오  마법 각반이라...
3923,미세스그런치,리니지 직업중 룩 가장 괜찮은 'ㅁ'??
3924,천상초,아이템 가격
3925,마우스만백번,점심 먹고 지금 이시간..
3926,Roah,16일(금) 새벽 3~8시 인벤 서버 점검 ..
3927,불행한행운아,스텟 초기화는 촛불로?
3928,쩔랑,1월14일 아이템매니아 제공 리니지 평균가 ..
3929,가이아드,무슨 소리들 하세요 오토보다 라인이 먼저에요
3930,요정같은기사,오토문제가 다시 언급되는건가요
3931,올드스토어,음.. 당연한거 아닌가...
3932,피호나,마방각반득
3933,무비위크,서버 이주 하고싶어진다...
3934,드래곤라자냐,오토는 없어져야한다? 있어야한다?
3935,그리고그렇게,만약에 서버간 이동이
